#TinyMapData
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 42 42 42 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 42 42 42 -1 -1 42 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 42 -1 -1 -1 -1 -1 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 42 -1 -1 -1 -1 -1 -1 42 42 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 42 -1 -1 -1 -1 -1 -1 -1 42 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 42 42 -1 -1 42 42 42 42 42 42 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 42 -1 42 42 42 -1 42 -1 42 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 42 -1 42 -1 42 42 42 -1 42 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 42 42 42 -1 -1 42 -1 42 42 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 42 42 42 42 42 42 42 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
